11,96607695900848,-0.277011,-0.104973,0.265987,0.91733,1,,,,
11,96607705900848,-0.252147,-0.126362,0.345388,0.895075,1,,,,
10,96607705900848,0.46898997,6.010373,1.0645485,,,,,,
11,96607715900848,-0.252147,-0.126362,0.345388,0.895075,1,,,,
11,96607722358817,-0.252147,-0.126362,0.345388,0.895075,1,,,,
10,96607722358817,0.46898997,6.010373,1.0645485,,,,,,
4,96607725018713,-2.66e-04,0.039414786,0.043409526,,,,,,
4,96607729593713,-2.66e-04,0.039414786,0.043409526,,,,,,
11,96607729593713,-0.252147,-0.126362,0.345388,0.895075,1,,,,
10,96607729593713,0.46898997,6.010373,1.0645485,,,,,,
4,96607734822098,-2.66e-04,0.039414786,0.043409526,,,,,,
4,96607740521161,-2.66e-04,0.039414786,0.043409526,,,,,,
11,96607740521161,-0.252147,-0.126362,0.345388,0.895075,1,,,,
4,96607777393296,0.096939065,0.08016115,0.0756334,96607759426838,0.16538231,0.047404267,0.06684534,,
4,96607764434077,0.16538231,0.047404267,0.06684534,,,,,,
11,96607759426838,-0.218082,-0.152586,0.474994,0.838771,1,,,,
11,96607764434077,-0.218082,-0.152586,0.474994,0.838771,1,,,,
10,96607749783556,-0.026474595,5.298165,1.5121012,,,,,,
10,96607759426838,-0.026474595,5.298165,1.5121012,,,,,,
11,96607749783556,-0.218082,-0.152586,0.474994,0.838771,1,,,,
4,96607744119286,0.16538231,0.047404267,0.06684534,,,,,,
4,96607749783556,0.16538231,0.047404267,0.06684534,,,,,,
4,96607762506056,0.16538231,0.047404267,0.06684534,,,,,,
4,96607753450119,0.16538231,0.047404267,0.06684534,,,,,,
10,96607764434077,-0.026474595,5.298165,1.5121012,,,,,,
4,96607804909963,0.16538231,0.047404267,0.06684534,,,,,,
11,96607866158348,-0.199933,-0.154912,0.519235,0.816347,1,,,,
10,96607866158348,0.092065424,4.9032874,1.4079094,,,,,,
4,96607866158348,-0.0039947415,0.039947417,0.08894958,,,,,,
4,96607856664494,-0.0039947415,0.039947417,0.08894958,,,,,,
4,96607859739650,-0.0039947415,0.039947417,0.08894958,,,,,,
4,96607853452931,-0.0039947415,0.039947417,0.08894958,,,,,,
11,96607856664494,-0.199933,-0.154912,0.519235,0.816347,1,,,,
10,96607856664494,0.092065424,4.9032874,1.4079094,,,,,,
11,96607844788452,-0.199933,-0.154912,0.519235,0.816347,1,,,,
10,96607844788452,0.092065424,4.9032874,1.4079094,,,,,,
4,96607848452931,-0.0039947415,0.039947417,0.08894958,,,,,,
4,96607870285848,0.018109497,0.03089267,0.09187906,,,,,,
11,96607796228661,-0.199933,-0.154912,0.519235,0.816347,1,,,,
10,96607874494129,0.13136968,4.9492106,1.3459797,,,,,,
4,96607879251994,0.025566347,0.024767399,0.09773801,,,,,,
11,96607874494129,-0.191579,-0.161821,0.553506,0.794192,1,,,,
4,96607884251994,0.025566347,0.024767399,0.09773801,,,,,,
10,96607884494129,0.22197351,4.9337077,1.2763577,,,,,,
4,96607889251994,0.025566347,0.024767399,0.09773801,,,,,,
11,96607884494129,-0.185871,-0.157838,0.555403,0.795025,1,,,,
11,96607899441317,-0.185871,-0.157838,0.555403,0.795025,1,,,,
10,96607899441317,0.22197351,4.9337077,1.2763577,,,,,,
4,96607902599442,0.0018642128,0.035153728,0.100933805,,,,,,
4,96607899441317,0.0018642128,0.035153728,0.100933805,,,,,,
4,96607894251994,0.0018642128,0.035153728,0.100933805,,,,,,
4,96607874494129,0.0018642128,0.035153728,0.100933805,,,,,,
10,96607909183035,0.3437544,5.0560427,1.2464342,,,,,,
11,96607909183035,-0.178035,-0.163484,0.585891,0.773503,1,,,,
4,96607909183035,-0.0061252704,0.041545313,0.10066749,,,,,,
4,96607912878973,-0.01304949,0.048469532,0.09880328,,,,,,
4,96607921994442,-0.013582122,0.055127434,0.09560748,,,,,,
10,96607921994442,0.3040766,4.916875,1.2367868,,,,,,
11,96607921994442,-0.176481,-0.162166,0.586452,0.773711,1,,,,
4,96607924264494,-0.009853696,0.061252706,0.09187906,,,,,,
4,96607917878973,-0.009853696,0.061252706,0.09187906,,,,,,
10,96607936762931,0.11283013,4.8922296,1.2629595,,,,,,
11,96607936762931,-0.1691,-0.166924,0.614333,0.752419,1,,,,
4,96607929264494,-0.0013315806,0.06657903,0.08894958,,,,,,
4,96607936762931,-0.0013315806,0.06657903,0.08894958,,,,,,
4,96607941406108,0.032756884,0.06551377,0.09560748,,,,,,
4,96607946738556,0.032756884,0.06551377,0.09560748,,,,,,
10,96607946738556,0.035713702,4.9779067,1.1803846,,,,,,
11,96607946738556,-0.1676,-0.165325,0.614904,0.752641,1,,,,
4,96607951574650,0.053263225,0.06018744,0.10333065,,,,,,
10,96607963531785,-0.04302883,5.161282,0.9476328,,,,,,
4,96607965300015,0.058056913,0.0628506,0.11744541,,,,,,
10,96607980502254,-0.020619601,5.074355,0.90369034,,,,,,
3049,1,,,,,,,,,
4,96607970300015,0.026897928,0.08522116,0.15472966,,,,,,
4,96607982262463,0.015446335,0.095074855,0.17230652,,,,,,
11,96607994317983,-0.154744,-0.161006,0.642573,0.732959,1,,,,
4,96607987262463,-0.008522116,0.11345066,0.21518342,,,,,,
4,96607998550327,-0.017044231,0.12357068,0.2394182,,,,,,
11,96608006742358,-0.148572,-0.163494,0.666488,0.712031,1,,,,
4,96608006742358,-0.020240024,0.13209279,0.26631612,,,,,,
4,96608018108296,-0.024767399,0.15419704,0.36804888,,,,,,
